Washnumber,Wash,Rinse,Total,Ucalibration,U.V,U.V2
1,5.5,18,23.5,13.9940463531222,0.145014367104321,0.290028734208641
2,5.5,17,22.5,13.6930639376292,0.144985631471996,0.289971262943991
3,5.5,15.5,21,13.228756555323,0.144942517341646,0.289885034683292
4,5.5,15.5,21,13.228756555323,0.144942517341646,0.289885034683292
5,5.5,17,22.5,13.6930639376292,0.144985631471996,0.289971262943991
6,5.5,16.5,22,13.5400640077266,0.144971261519884,0.289942523039768
7,5.5,16.25,21.75,13.4629120178363,0.144964076009656,0.289928152019312
