Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity
SH_W000_G2_1000g_R1.TIF,126,5.297,0.042,5.025,255,2.261,0.155,0.399
SH_W000_G2_1000g_R2.TIF,146,7.398,0.051,7.019,255,2.549,0.18,0.434
SH_W000_G2_1000g_R3.TIF,127,4.164,0.033,3.95,255,1.867,0.176,0.416
SH_W000_G2_1000g_R4.TIF,109,4.785,0.044,4.54,255,2.395,0.168,0.402
SH_W000_G2_1000g_R5.TIF,146,8.803,0.06,8.351,255,2.915,0.171,0.426
SH_W000_G2_100g_R1.TIF,31,1.021,0.033,0.969,255,2.106,0.126,0.338
SH_W000_G2_100g_R2.TIF,32,1.282,0.04,1.216,255,2.156,0.172,0.406
SH_W000_G2_100g_R3.TIF,50,1.587,0.032,1.506,255,1.856,0.162,0.39
SH_W000_G2_100g_R4.TIF,42,1.437,0.034,1.363,255,1.999,0.15,0.401
SH_W000_G2_100g_R5.TIF,54,1.814,0.034,1.721,255,1.958,0.16,0.409
SH_W000_G2_2000g_R1.TIF,141,12.817,0.091,12.16,255,4.066,0.16,0.408
SH_W000_G2_2000g_R2.TIF,123,8.13,0.066,7.713,255,2.945,0.163,0.411
SH_W000_G2_2000g_R3.TIF,129,14.041,0.109,13.321,255,4.05,0.178,0.438
SH_W000_G2_2000g_R4.TIF,156,10.825,0.069,10.27,255,3.198,0.171,0.429
SH_W000_G2_2000g_R5.TIF,146,8.053,0.055,7.64,255,2.595,0.169,0.429
SH_W000_G2_200g_R1.TIF,72,2.589,0.036,2.456,255,2.04,0.146,0.379
SH_W000_G2_200g_R2.TIF,30,1.102,0.037,1.045,255,2.319,0.152,0.372
SH_W000_G2_200g_R3.TIF,53,2.122,0.04,2.014,255,2.447,0.126,0.341
SH_W000_G2_200g_R4.TIF,62,2.191,0.035,2.079,255,2.007,0.162,0.399
SH_W000_G2_200g_R5.TIF,58,2.232,0.038,2.117,255,2.35,0.134,0.361
SH_W000_G2_400g_R1.TIF,67,2.247,0.034,2.132,255,1.927,0.164,0.405
SH_W000_G2_400g_R2.TIF,116,4.992,0.043,4.736,255,2.148,0.169,0.425
SH_W000_G2_400g_R3.TIF,99,5.164,0.052,4.899,255,2.944,0.148,0.389
SH_W000_G2_400g_R4.TIF,94,3.582,0.038,3.399,255,2.096,0.164,0.408
SH_W000_G2_400g_R5.TIF,109,4.232,0.039,4.015,255,2.162,0.158,0.404
SH_W000_G2_800g_R1.TIF,98,5.174,0.053,4.909,255,2.842,0.144,0.379
SH_W000_G2_800g_R2.TIF,116,5.561,0.048,5.276,255,2.416,0.165,0.401
SH_W000_G2_800g_R3.TIF,100,5.183,0.052,4.918,255,2.841,0.147,0.379
SH_W000_G2_800g_R4.TIF,140,6.944,0.05,6.588,255,2.469,0.169,0.41
SH_W000_G2_800g_R5.TIF,121,5.749,0.048,5.454,255,2.572,0.143,0.377
SH_W001_G2_1000g_R1.TIF,99,28.001,0.283,26.565,255,5.38,0.216,0.51
SH_W001_G2_1000g_R2.TIF,46,43.492,0.945,41.262,255,7.244,0.275,0.578
SH_W001_G2_1000g_R3.TIF,116,24.717,0.213,23.45,255,5.136,0.19,0.471
SH_W001_G2_1000g_R4.TIF,77,26.219,0.341,24.874,255,9.299,0.206,0.501
SH_W001_G2_1000g_R5.TIF,109,27.914,0.256,26.483,255,5.73,0.227,0.535
SH_W001_G2_100g_R1.TIF,102,15.837,0.155,15.025,255,5.177,0.167,0.428
SH_W001_G2_100g_R2.TIF,121,14.754,0.122,13.998,255,4.581,0.177,0.455
SH_W001_G2_100g_R3.TIF,120,12.574,0.105,11.929,255,4.571,0.145,0.408
SH_W001_G2_100g_R4.TIF,105,16.393,0.156,15.552,255,6.148,0.179,0.451
SH_W001_G2_100g_R5.TIF,123,11.776,0.096,11.172,255,4.562,0.147,0.382
SH_W001_G2_2000g_R1.TIF,54,43.221,0.8,41.005,255,5.842,0.24,0.555
SH_W001_G2_2000g_R2.TIF,66,39.451,0.598,37.428,255,6.208,0.245,0.534
SH_W001_G2_2000g_R3.TIF,47,41.124,0.875,39.016,255,8.909,0.202,0.502
SH_W001_G2_2000g_R4.TIF,50,39.472,0.789,37.448,255,9.209,0.207,0.519
SH_W001_G2_2000g_R5.TIF,53,44.951,0.848,42.646,255,5.352,0.243,0.533
SH_W001_G2_200g_R1.TIF,116,14.059,0.121,13.339,255,4.802,0.151,0.41
SH_W001_G2_200g_R2.TIF,90,18.495,0.206,17.547,255,7.522,0.175,0.436
SH_W001_G2_200g_R3.TIF,138,15.254,0.111,14.472,255,4.519,0.156,0.426
SH_W001_G2_200g_R4.TIF,107,16.468,0.154,15.623,255,5.841,0.156,0.417
SH_W001_G2_200g_R5.TIF,112,15.747,0.141,14.939,255,5.627,0.149,0.399
SH_W001_G2_400g_R1.TIF,118,20.128,0.171,19.096,255,5.272,0.203,0.48
SH_W001_G2_400g_R2.TIF,115,19.223,0.167,18.237,255,6.173,0.154,0.427
SH_W001_G2_400g_R3.TIF,80,25.958,0.324,24.627,255,4.95,0.231,0.537
SH_W001_G2_400g_R4.TIF,95,24.166,0.254,22.927,255,6.242,0.238,0.528
SH_W001_G2_400g_R5.TIF,81,26.238,0.324,24.893,255,6.755,0.213,0.502
SH_W001_G2_800g_R1.TIF,107,25.984,0.243,24.652,255,5.799,0.198,0.479
SH_W001_G2_800g_R2.TIF,88,30.987,0.352,29.398,255,5.37,0.221,0.522
SH_W001_G2_800g_R3.TIF,118,21.856,0.185,20.735,255,5.432,0.195,0.481
SH_W001_G2_800g_R4.TIF,51,35.57,0.697,33.746,255,7.803,0.204,0.495
SH_W001_G2_800g_R5.TIF,80,30.125,0.377,28.581,255,5.866,0.213,0.499
SH_W003_G2_1000g_R1.TIF,89,28.421,0.319,26.964,255,6.172,0.22,0.511
SH_W003_G2_1000g_R2.TIF,96,21.938,0.229,20.814,255,6.701,0.192,0.483
SH_W003_G2_1000g_R3.TIF,128,20.872,0.163,19.802,255,5.315,0.195,0.481
SH_W003_G2_1000g_R4.TIF,90,23.703,0.263,22.488,255,6.726,0.168,0.443
SH_W003_G2_1000g_R5.TIF,60,36.396,0.607,34.53,255,6.453,0.22,0.532
SH_W003_G2_100g_R1.TIF,93,7.544,0.081,7.158,255,3.928,0.145,0.377
SH_W003_G2_100g_R2.TIF,110,6.016,0.055,5.708,255,2.946,0.15,0.39
SH_W003_G2_100g_R3.TIF,100,7.737,0.077,7.34,255,3.827,0.134,0.379
SH_W003_G2_100g_R4.TIF,94,7.211,0.077,6.841,255,3.73,0.149,0.398
SH_W003_G2_100g_R5.TIF,105,6.245,0.059,5.925,255,3.404,0.143,0.384
SH_W003_G2_2000g_R1.TIF,98,25.836,0.264,24.511,255,6.703,0.21,0.505
SH_W003_G2_2000g_R2.TIF,83,34.69,0.418,32.911,255,4.738,0.219,0.534
SH_W003_G2_2000g_R3.TIF,71,33.969,0.478,32.227,255,4.739,0.216,0.493
SH_W003_G2_2000g_R4.TIF,67,37.34,0.557,35.425,255,5.93,0.228,0.53
SH_W003_G2_2000g_R5.TIF,51,43.278,0.849,41.059,255,6.644,0.262,0.576
