Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity
SH_W000_5Vcotton_1000g_R1.TIF,123,9.213,0.075,8.741,255,3.427,0.158,0.420
SH_W000_5Vcotton_1000g_R2.TIF,134,8.435,0.063,8.002,255,3.094,0.147,0.402
SH_W000_5Vcotton_1000g_R3.TIF,120,16.270,0.136,15.436,255,5.110,0.187,0.464
SH_W000_5Vcotton_1000g_R4.TIF,115,5.042,0.044,4.784,255,2.342,0.164,0.421
SH_W000_5Vcotton_1000g_R5.TIF,112,6.609,0.059,6.270,255,2.961,0.147,0.380
SH_W000_5Vcotton_100g_R1.TIF,63,2.802,0.044,2.658,255,2.626,0.151,0.388
SH_W000_5Vcotton_100g_R2.TIF,54,3.244,0.060,3.078,255,3.228,0.130,0.335
SH_W000_5Vcotton_100g_R3.TIF,83,5.557,0.067,5.272,255,3.506,0.145,0.380
SH_W000_5Vcotton_100g_R4.TIF,37,1.474,0.040,1.398,255,2.174,0.144,0.380
SH_W000_5Vcotton_100g_R5.TIF,56,1.874,0.033,1.778,255,1.884,0.160,0.402
SH_W000_5Vcotton_2000g_R1.TIF,135,8.902,0.066,8.446,255,3.024,0.158,0.416
SH_W000_5Vcotton_2000g_R2.TIF,140,9.368,0.067,8.888,255,3.135,0.165,0.405
SH_W000_5Vcotton_2000g_R3.TIF,131,12.557,0.096,11.913,255,3.680,0.179,0.444
SH_W000_5Vcotton_2000g_R4.TIF,117,12.285,0.105,11.655,255,3.914,0.174,0.439
SH_W000_5Vcotton_2000g_R5.TIF,130,11.341,0.087,10.759,255,3.765,0.179,0.442
SH_W000_5Vcotton_200g_R1.TIF,97,6.213,0.064,5.894,255,2.986,0.152,0.391
SH_W000_5Vcotton_200g_R2.TIF,98,5.850,0.060,5.550,255,3.137,0.142,0.378
SH_W000_5Vcotton_200g_R3.TIF,105,9.350,0.089,8.870,255,4.200,0.145,0.381
SH_W000_5Vcotton_200g_R4.TIF,72,2.448,0.034,2.322,255,1.935,0.154,0.386
SH_W000_5Vcotton_200g_R5.TIF,71,2.696,0.038,2.558,255,2.172,0.169,0.408
SH_W000_5Vcotton_400g_R1.TIF,133,6.505,0.049,6.172,255,2.624,0.176,0.421
SH_W000_5Vcotton_400g_R2.TIF,104,6.121,0.059,5.807,255,2.960,0.158,0.404
SH_W000_5Vcotton_400g_R3.TIF,120,8.523,0.071,8.086,255,3.434,0.156,0.399
SH_W000_5Vcotton_400g_R4.TIF,71,2.961,0.042,2.810,255,2.295,0.144,0.377
SH_W000_5Vcotton_400g_R5.TIF,85,3.543,0.042,3.361,255,2.161,0.170,0.419
SH_W000_5Vcotton_800g_R1.TIF,123,6.873,0.056,6.520,255,2.912,0.154,0.404
SH_W000_5Vcotton_800g_R2.TIF,117,7.450,0.064,7.068,255,3.066,0.165,0.421
SH_W000_5Vcotton_800g_R3.TIF,114,13.220,0.116,12.542,255,4.859,0.166,0.425
SH_W000_5Vcotton_800g_R4.TIF,117,9.574,0.082,9.083,255,3.598,0.157,0.397
SH_W000_5Vcotton_800g_R5.TIF,104,6.287,0.060,5.965,255,3.147,0.137,0.366
SH_W051_5Vcotton_1000g_R1.TIF,90,2.220,0.025,2.106,255,1.420,0.217,0.514
SH_W051_5Vcotton_1000g_R2.TIF,188,10.504,0.056,9.965,255,2.369,0.192,0.493
SH_W051_5Vcotton_1000g_R3.TIF,110,3.693,0.034,3.504,255,1.683,0.214,0.521
SH_W051_5Vcotton_1000g_R4.TIF,164,5.989,0.037,5.682,255,1.756,0.211,0.511
SH_W051_5Vcotton_1000g_R5.TIF,144,4.737,0.033,4.495,255,1.693,0.213,0.500
SH_W051_5Vcotton_100g_R1.TIF,19,0.478,0.025,0.453,255,1.543,0.190,0.480
SH_W051_5Vcotton_100g_R2.TIF,18,0.353,0.020,0.334,255,1.218,0.212,0.493
SH_W051_5Vcotton_100g_R3.TIF,41,0.939,0.023,0.891,255,1.376,0.192,0.459
SH_W051_5Vcotton_100g_R4.TIF,32,0.645,0.020,0.612,255,1.259,0.217,0.493
SH_W051_5Vcotton_100g_R5.TIF,22,0.367,0.017,0.348,255,1.004,0.255,0.548
SH_W051_5Vcotton_2000g_R1.TIF,208,11.624,0.056,11.028,255,2.224,0.215,0.522
