Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity
SH_W000_G4A_1000g_R1.TIF,139,8.469,0.061,8.035,255,3.011,0.152,0.391
SH_W000_G4A_1000g_R2.TIF,151,8.231,0.055,7.809,255,2.756,0.165,0.416
SH_W000_G4A_1000g_R3.TIF,166,11.276,0.068,10.698,255,3.222,0.155,0.405
SH_W000_G4A_1000g_R4.TIF,140,13.1,0.094,12.428,255,4.241,0.141,0.389
SH_W000_G4A_1000g_R5.TIF,142,8.349,0.059,7.92,255,2.881,0.141,0.386
SH_W000_G4A_100g_R1.TIF,55,2.559,0.047,2.428,255,2.452,0.161,0.39
SH_W000_G4A_100g_R2.TIF,66,3.246,0.049,3.08,255,2.816,0.12,0.337
SH_W000_G4A_100g_R3.TIF,63,2.431,0.039,2.306,255,2.302,0.154,0.393
SH_W000_G4A_100g_R4.TIF,47,2.668,0.057,2.532,255,3.061,0.123,0.351
SH_W000_G4A_100g_R5.TIF,62,3.216,0.052,3.051,255,2.95,0.126,0.339
SH_W000_G4A_2000g_R1.TIF,132,10.037,0.076,9.522,255,3.58,0.159,0.413
SH_W000_G4A_2000g_R2.TIF,143,9.925,0.069,9.417,255,3.159,0.157,0.418
SH_W000_G4A_2000g_R3.TIF,134,12.756,0.095,12.102,255,3.764,0.162,0.423
SH_W000_G4A_2000g_R4.TIF,152,8.936,0.059,8.478,255,2.917,0.168,0.416
SH_W000_G4A_2000g_R5.TIF,165,9.866,0.06,9.36,255,2.942,0.165,0.428
SH_W000_G4A_200g_R1.TIF,87,4.842,0.056,4.593,255,2.987,0.14,0.369
SH_W000_G4A_200g_R2.TIF,60,2.641,0.044,2.505,255,2.55,0.15,0.373
SH_W000_G4A_200g_R3.TIF,87,3.507,0.04,3.327,255,2.289,0.143,0.374
SH_W000_G4A_200g_R4.TIF,75,2.541,0.034,2.411,255,1.987,0.168,0.41
SH_W000_G4A_200g_R5.TIF,72,2.646,0.037,2.51,255,2.046,0.168,0.424
SH_W000_G4A_400g_R1.TIF,81,4.459,0.055,4.231,255,3.016,0.123,0.351
SH_W000_G4A_400g_R2.TIF,111,6.935,0.062,6.58,255,3.233,0.158,0.404
SH_W000_G4A_400g_R3.TIF,117,8.567,0.073,8.128,255,3.486,0.135,0.368
SH_W000_G4A_400g_R4.TIF,116,7.798,0.067,7.398,255,3.046,0.137,0.373
SH_W000_G4A_400g_R5.TIF,116,5.311,0.046,5.039,255,2.407,0.159,0.397
SH_W000_G4A_800g_R1.TIF,125,7.743,0.062,7.346,255,2.963,0.156,0.408
SH_W000_G4A_800g_R2.TIF,146,7.18,0.049,6.811,255,2.608,0.167,0.419
SH_W000_G4A_800g_R3.TIF,126,6.469,0.051,6.138,255,2.693,0.168,0.416
SH_W000_G4A_800g_R4.TIF,116,9.902,0.085,9.394,255,4.019,0.158,0.41
SH_W000_G4A_800g_R5.TIF,110,11.408,0.104,10.823,255,4.47,0.168,0.416
SH_W000_G4B_1000g_R1.TIF,143,6.779,0.047,6.431,255,2.414,0.171,0.422
SH_W000_G4B_1000g_R2.TIF,135,8.315,0.062,7.889,255,3.076,0.152,0.399
SH_W000_G4B_1000g_R3.TIF,114,7.395,0.065,7.015,255,3.142,0.143,0.387
SH_W000_G4B_1000g_R4.TIF,140,6.637,0.047,6.297,255,2.524,0.151,0.396
SH_W000_G4B_1000g_R5.TIF,130,5.168,0.04,4.903,255,2.165,0.167,0.412
SH_W000_G4B_100g_R1.TIF,70,2.873,0.041,2.726,255,2.313,0.158,0.379
SH_W000_G4B_100g_R2.TIF,86,4.564,0.053,4.33,255,2.884,0.145,0.355
SH_W000_G4B_100g_R3.TIF,105,4.487,0.043,4.256,255,2.383,0.162,0.396
SH_W000_G4B_100g_R4.TIF,106,4.941,0.047,4.688,255,2.619,0.139,0.367
SH_W000_G4B_100g_R5.TIF,107,4.989,0.047,4.733,255,2.543,0.166,0.401
SH_W000_G4B_2000g_R1.TIF,156,8.094,0.052,7.679,255,2.494,0.17,0.431
SH_W000_G4B_2000g_R2.TIF,146,6.485,0.044,6.152,255,2.321,0.158,0.416
SH_W000_G4B_2000g_R3.TIF,135,5.082,0.038,4.822,255,2.06,0.174,0.436
SH_W000_G4B_2000g_R4.TIF,145,6.75,0.047,6.404,255,2.553,0.157,0.407
SH_W000_G4B_2000g_R5.TIF,134,7.474,0.056,7.091,255,2.865,0.153,0.401
SH_W000_G4B_200g_R1.TIF,108,5.131,0.048,4.868,255,2.568,0.164,0.413
SH_W000_G4B_200g_R2.TIF,123,14.929,0.121,14.164,255,4.577,0.147,0.393
SH_W000_G4B_200g_R3.TIF,104,16.455,0.158,15.611,255,6.319,0.176,0.428
SH_W000_G4B_200g_R4.TIF,122,11.356,0.093,10.774,255,4.449,0.15,0.391
SH_W000_G4B_200g_R5.TIF,137,10.006,0.073,9.493,255,3.548,0.143,0.386
SH_W000_G4B_400g_R1.TIF,136,8.037,0.059,7.625,255,3.032,0.161,0.409
SH_W000_G4B_400g_R2.TIF,140,7.175,0.051,6.807,255,2.592,0.16,0.414
SH_W000_G4B_400g_R3.TIF,104,7.519,0.072,7.134,255,3.614,0.159,0.399
SH_W000_G4B_400g_R4.TIF,117,7.234,0.062,6.863,255,3.149,0.142,0.39
SH_W000_G4B_400g_R5.TIF,96,5.981,0.062,5.675,255,3.293,0.133,0.361
SH_W000_G4B_800g_R1.TIF,122,11,0.09,10.436,255,4.043,0.165,0.417
SH_W000_G4B_800g_R2.TIF,136,12.118,0.089,11.497,255,3.912,0.147,0.4
SH_W000_G4B_800g_R3.TIF,124,11.148,0.09,10.576,255,4.229,0.141,0.371
SH_W000_G4B_800g_R4.TIF,130,8.662,0.067,8.218,255,3.167,0.16,0.408
SH_W000_G4B_800g_R5.TIF,128,8.811,0.069,8.359,255,3.133,0.179,0.429
SH_W000_G4C_1000g_R1.TIF,124,8.261,0.067,7.838,255,3.35,0.146,0.38
SH_W000_G4C_1000g_R2.TIF,131,7.639,0.058,7.247,255,2.951,0.16,0.42
SH_W000_G4C_1000g_R3.TIF,146,7.432,0.051,7.051,255,2.684,0.165,0.412
SH_W000_G4C_1000g_R4.TIF,132,9.021,0.068,8.558,255,3.18,0.192,0.465
SH_W000_G4C_1000g_R5.TIF,143,6.025,0.042,5.716,255,2.248,0.186,0.435
SH_W000_G4C_100g_R1.TIF,48,1.553,0.032,1.473,255,1.88,0.163,0.401
SH_W000_G4C_100g_R2.TIF,40,1.421,0.036,1.348,255,2.111,0.141,0.377
SH_W000_G4C_100g_R3.TIF,47,1.477,0.031,1.401,255,1.882,0.156,0.381
SH_W000_G4C_100g_R4.TIF,55,2.052,0.037,1.947,255,2.083,0.16,0.39
SH_W000_G4C_100g_R5.TIF,69,2.742,0.04,2.602,255,2.138,0.157,0.393
SH_W000_G4C_2000g_R1.TIF,115,6.531,0.057,6.197,255,2.698,0.173,0.422
SH_W000_G4C_2000g_R2.TIF,138,5.843,0.042,5.543,255,2.234,0.17,0.427
SH_W000_G4C_2000g_R3.TIF,147,6.934,0.047,6.579,255,2.505,0.171,0.43
SH_W000_G4C_2000g_R4.TIF,127,12.432,0.098,11.794,255,4.255,0.182,0.443
SH_W000_G4C_2000g_R5.TIF,130,9.966,0.077,9.455,255,3.452,0.179,0.445
SH_W000_G4C_200g_R1.TIF,101,4.622,0.046,4.385,255,2.461,0.143,0.372
SH_W000_G4C_200g_R2.TIF,32,0.99,0.031,0.939,255,1.867,0.151,0.394
SH_W000_G4C_200g_R3.TIF,39,1.676,0.043,1.59,255,2.37,0.152,0.381
SH_W000_G4C_200g_R4.TIF,54,1.8,0.033,1.708,255,2.002,0.168,0.404
SH_W000_G4C_200g_R5.TIF,64,2.46,0.038,2.334,255,2.19,0.142,0.368
SH_W000_G4C_400g_R1.TIF,70,3.082,0.044,2.924,255,2.446,0.162,0.406
SH_W000_G4C_400g_R2.TIF,103,4.189,0.041,3.974,255,2.23,0.163,0.418
SH_W000_G4C_400g_R3.TIF,108,5.692,0.053,5.4,255,2.611,0.167,0.412
SH_W000_G4C_400g_R4.TIF,107,5.981,0.056,5.674,255,2.93,0.14,0.371
SH_W000_G4C_400g_R5.TIF,116,6.347,0.055,6.021,255,2.933,0.155,0.399
SH_W000_G4C_800g_R1.TIF,107,7.181,0.067,6.812,255,3.329,0.155,0.393
SH_W000_G4C_800g_R2.TIF,132,8.537,0.065,8.099,255,3.035,0.163,0.412
SH_W000_G4C_800g_R3.TIF,119,8.382,0.07,7.952,255,3.467,0.141,0.38
SH_W000_G4C_800g_R4.TIF,126,10.179,0.081,9.657,255,3.576,0.172,0.443
