Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity
SH_W013_G3_100g_R1.TIF,25,0.900,0.036,0.854,255,2.010,0.192,0.421
SH_W000_G3_1000g_R1.TIF,98,24.144,0.246,22.906,255,6.182,0.206,0.487
SH_W000_G3_1000g_R2.TIF,86,21.863,0.254,20.742,255,7.532,0.193,0.471
SH_W000_G3_1000g_R3.TIF,102,17.847,0.175,16.932,255,6.394,0.157,0.413
SH_W000_G3_1000g_R4.TIF,124,17.750,0.143,16.840,255,5.047,0.174,0.439
SH_W000_G3_1000g_R5.TIF,134,8.773,0.065,8.323,255,3.203,0.155,0.409
SH_W000_G3_100g_R1.TIF,67,2.784,0.042,2.641,255,2.464,0.127,0.331
SH_W000_G3_100g_R2.TIF,83,4.065,0.049,3.856,255,2.621,0.146,0.378
SH_W000_G3_100g_R3.TIF,87,4.378,0.050,4.154,255,2.732,0.136,0.361
SH_W000_G3_100g_R4.TIF,114,5.379,0.047,5.104,255,2.569,0.135,0.360
SH_W000_G3_100g_R5.TIF,117,6.197,0.053,5.879,255,2.762,0.138,0.370
SH_W000_G3_2000g_R1.TIF,126,14.090,0.112,13.367,255,4.657,0.174,0.431
SH_W000_G3_2000g_R2.TIF,139,15.010,0.108,14.240,255,4.394,0.192,0.461
SH_W000_G3_2000g_R3.TIF,123,16.367,0.133,15.528,255,5.204,0.171,0.427
SH_W000_G3_2000g_R4.TIF,165,14.081,0.085,13.359,255,3.745,0.180,0.447
SH_W000_G3_2000g_R5.TIF,134,12.852,0.096,12.193,255,4.212,0.156,0.406
SH_W000_G3_200g_R1.TIF,136,8.214,0.060,7.792,255,3.075,0.166,0.411
SH_W000_G3_200g_R2.TIF,94,5.124,0.055,4.861,255,2.873,0.150,0.398
SH_W000_G3_200g_R3.TIF,99,5.411,0.055,5.133,255,2.907,0.139,0.359
SH_W000_G3_200g_R4.TIF,115,5.472,0.048,5.192,255,2.681,0.143,0.379
SH_W000_G3_200g_R5.TIF,147,8.428,0.057,7.996,255,2.838,0.160,0.405
SH_W000_G3_400g_R1.TIF,98,14.849,0.152,14.088,255,5.667,0.148,0.395
SH_W000_G3_400g_R2.TIF,133,10.470,0.079,9.933,255,3.835,0.152,0.395
SH_W000_G3_400g_R3.TIF,125,9.325,0.075,8.847,255,3.657,0.143,0.383
SH_W000_G3_400g_R4.TIF,146,8.987,0.062,8.527,255,2.984,0.159,0.404
SH_W000_G3_400g_R5.TIF,148,8.702,0.059,8.256,255,2.693,0.174,0.429
SH_W000_G3_800g_R1.TIF,128,14.812,0.116,14.053,255,4.754,0.157,0.407
SH_W000_G3_800g_R2.TIF,157,9.861,0.063,9.355,255,2.939,0.157,0.409
SH_W000_G3_800g_R3.TIF,144,10.462,0.073,9.925,255,3.392,0.162,0.421
SH_W000_G3_800g_R4.TIF,131,16.559,0.126,15.710,255,4.427,0.189,0.469
SH_W000_G3_800g_R5.TIF,114,21.209,0.186,20.122,255,4.856,0.184,0.478
SH_W001_G3_1000g_R1.TIF,93,29.815,0.321,28.296,255,5.392,0.234,0.519
SH_W001_G3_1000g_R2.TIF,51,41.499,0.814,39.384,255,7.402,0.268,0.588
SH_W001_G3_1000g_R3.TIF,59,33.979,0.576,32.248,255,6.476,0.199,0.504
SH_W001_G3_1000g_R4.TIF,41,43.165,1.053,40.966,255,7.833,0.276,0.596
SH_W001_G3_1000g_R5.TIF,66,39.435,0.597,37.426,255,4.607,0.266,0.572
SH_W001_G3_100g_R1.TIF,124,10.603,0.086,10.062,255,3.550,0.175,0.430
SH_W001_G3_100g_R2.TIF,132,11.673,0.088,11.078,255,3.653,0.172,0.435
SH_W001_G3_100g_R3.TIF,122,11.803,0.097,11.202,255,4.363,0.167,0.421
SH_W001_G3_100g_R4.TIF,114,13.728,0.120,13.029,255,4.566,0.163,0.422
SH_W001_G3_100g_R5.TIF,119,11.530,0.097,10.942,255,4.312,0.164,0.417
SH_W001_G3_2000g_R1.TIF,43,44.624,1.038,42.351,255,6.199,0.273,0.600
SH_W001_G3_2000g_R2.TIF,42,47.253,1.125,44.846,255,6.881,0.243,0.559
SH_W001_G3_2000g_R3.TIF,74,36.771,0.497,34.898,255,4.227,0.254,0.556
SH_W001_G3_2000g_R4.TIF,50,50.832,1.017,48.242,255,4.628,0.275,0.614
SH_W001_G3_2000g_R5.TIF,44,47.250,1.074,44.843,255,5.102,0.271,0.576
SH_W001_G3_200g_R1.TIF,140,12.318,0.088,11.691,255,4.072,0.160,0.420
SH_W001_G3_200g_R2.TIF,104,14.013,0.135,13.299,255,5.350,0.159,0.407
SH_W001_G3_200g_R3.TIF,102,17.303,0.170,16.421,255,5.579,0.166,0.435
SH_W001_G3_200g_R4.TIF,116,16.127,0.139,15.305,255,5.065,0.179,0.448
SH_W001_G3_200g_R5.TIF,112,18.967,0.169,18.000,255,6.034,0.177,0.451
SH_W001_G3_400g_R1.TIF,100,24.013,0.240,22.790,255,5.078,0.202,0.499
SH_W001_G3_400g_R2.TIF,125,23.567,0.189,22.366,255,4.749,0.200,0.502
SH_W001_G3_400g_R3.TIF,67,34.903,0.521,33.125,255,5.948,0.218,0.535
SH_W001_G3_400g_R4.TIF,93,26.197,0.282,24.862,255,6.006,0.215,0.529
SH_W001_G3_400g_R5.TIF,95,24.015,0.253,22.792,255,6.046,0.204,0.479
SH_W001_G3_800g_R1.TIF,121,23.172,0.192,21.992,255,5.670,0.226,0.517
SH_W001_G3_800g_R2.TIF,103,25.380,0.246,24.087,255,4.878,0.194,0.479
SH_W001_G3_800g_R3.TIF,85,29.790,0.350,28.272,255,5.218,0.251,0.551
SH_W001_G3_800g_R4.TIF,109,22.513,0.207,21.366,255,6.705,0.205,0.491
SH_W001_G3_800g_R5.TIF,143,19.405,0.136,18.416,255,4.871,0.192,0.465
SH_W003_G3_1000g_R1.TIF,100,34.173,0.342,32.432,255,4.736,0.238,0.529
SH_W003_G3_1000g_R2.TIF,104,28.101,0.270,26.670,255,6.005,0.226,0.534
SH_W003_G3_1000g_R3.TIF,104,27.039,0.260,25.662,255,6.098,0.227,0.540
SH_W003_G3_1000g_R4.TIF,107,28.860,0.270,27.390,255,5.620,0.222,0.531
SH_W003_G3_1000g_R5.TIF,122,22.912,0.188,21.744,255,5.608,0.220,0.504
SH_W003_G3_100g_R1.TIF,116,15.092,0.130,14.323,255,4.811,0.182,0.461
SH_W003_G3_100g_R2.TIF,125,14.073,0.113,13.356,255,3.977,0.168,0.440
SH_W003_G3_100g_R3.TIF,105,17.201,0.164,16.325,255,5.326,0.169,0.442
SH_W003_G3_100g_R4.TIF,135,11.558,0.086,10.970,255,3.545,0.175,0.449
SH_W003_G3_100g_R5.TIF,130,13.110,0.101,12.442,255,4.176,0.165,0.423
SH_W003_G3_2000g_R1.TIF,134,30.358,0.227,28.812,255,3.959,0.219,0.513
SH_W003_G3_2000g_R2.TIF,88,40.360,0.459,38.304,255,6.373,0.256,0.578
SH_W003_G3_2000g_R3.TIF,84,42.566,0.507,40.398,255,6.793,0.237,0.548
SH_W003_G3_2000g_R4.TIF,81,45.969,0.568,43.627,255,5.272,0.251,0.568
SH_W003_G3_2000g_R5.TIF,123,31.280,0.254,29.687,255,5.661,0.232,0.546
