Wash,garment,Before transfer area,After transfer area,value
W000,5VcottonG1,0,0.616,0.616
W000,5VcottonG1,0,0.178,0.178
W000,5VcottonG1,0,0.324,0.324
W000,5VcottonG1,0,0.189,0.189
W000,5VcottonG1,0,0.212,0.212
W000,5VcottonG1,0,0.263,0.263
W000,5VcottonG1,0,0.405,0.405
W000,5VcottonG1,0,0.441,0.441
W000,5VcottonG1,0,0.192,0.192
W000,5VcottonG1,0,0.357,0.357
W000,5VcottonG2,0,0.375,0.375
W000,5VcottonG2,0,0.205,0.205
W000,5VcottonG2,0,0.149,0.149
W000,5VcottonG2,0,0.115,0.115
W000,5VcottonG2,0,0.086,0.086
W000,5VcottonG2,0,0.402,0.402
W000,5VcottonG2,0,0.417,0.417
W000,5VcottonG2,0,0.451,0.451
W000,5VcottonG2,0,0.101,0.101
W000,5VcottonG2,0,0.492,0.492
W000,5VcottonG3,0,0.113,0.113
W000,5VcottonG3,0,0.151,0.151
W000,5VcottonG3,0,0.451,0.451
W000,5VcottonG3,0,0.144,0.144
W000,5VcottonG3,0,0.385,0.385
W000,5VcottonG3,0,0.249,0.249
W000,5VcottonG3,0,0.138,0.138
W000,5VcottonG3,0,0.42,0.42
W000,5VcottonG3,0.018,0.268,0.25
W000,5VcottonG3,0,0.143,0.143
W000,5VcottonG4,0,0.511,0.511
W000,5VcottonG4,0,0.183,0.183
W000,5VcottonG4,0,0.047,0.047
W000,5VcottonG4,0,0.175,0.175
W000,5VcottonG4,0,0.101,0.101
W000,5VcottonG4,0.007,0.134,0.127
W000,5VcottonG4,0,0.266,0.266
W000,5VcottonG4,0,0.142,0.142
W000,5VcottonG4,0,0.287,0.287
W000,5VcottonG4,0,0.241,0.241
W000,5VcottonG5,0,0.08,0.08
W000,5VcottonG5,0,0.099,0.099
W000,5VcottonG5,0,0.288,0.288
W000,5VcottonG5,0,0.049,0.049
W000,5VcottonG5,0,0.2,0.2
W000,5VcottonG5,0,0.073,0.073
W000,5VcottonG5,0,0.245,0.245
W000,5VcottonG5,0,0.073,0.073
W000,5VcottonG5,0,0.391,0.391
W000,5VcottonG5,0,0.172,0.172
W001,5VcottonG1,0,0.467,0.467
W001,5VcottonG1,0,0.56,0.56
W001,5VcottonG1,0,0.242,0.242
W001,5VcottonG1,0,0.508,0.508
W001,5VcottonG1,0,0.321,0.321
W001,5VcottonG1,0,0.422,0.422
W001,5VcottonG1,0,0.408,0.408
W001,5VcottonG1,0,0.941,0.941
W001,5VcottonG1,0,0.679,0.679
W001,5VcottonG1,0,0.353,0.353
W001,5VcottonG2,0,0.242,0.242
W001,5VcottonG2,0,0.58,0.58
W001,5VcottonG2,0,0.533,0.533
W001,5VcottonG2,0,0.39,0.39
W001,5VcottonG2,0,0.467,0.467
W001,5VcottonG2,0,0.406,0.406
W001,5VcottonG2,0,0.342,0.342
W001,5VcottonG2,0,0.597,0.597
W001,5VcottonG2,0,0.277,0.277
W001,5VcottonG2,0,0.488,0.488
W001,5VcottonG3,0,0.442,0.442
W001,5VcottonG3,0,0.327,0.327
W001,5VcottonG3,0,0.409,0.409
W001,5VcottonG3,0,0.291,0.291
W001,5VcottonG3,0,0.258,0.258
W001,5VcottonG3,0,0.71,0.71
W001,5VcottonG3,0,0.896,0.896
W001,5VcottonG3,0,0.571,0.571
W001,5VcottonG3,0,0.219,0.219
W001,5VcottonG3,0,0.598,0.598
W001,5VcottonG4,0,0.884,0.884
W001,5VcottonG4,0,0.381,0.381
W001,5VcottonG4,0,0.322,0.322
W001,5VcottonG4,0,0.393,0.393
W001,5VcottonG4,0,0.225,0.225
W001,5VcottonG4,0,0.444,0.444
W001,5VcottonG4,0,0.683,0.683
W001,5VcottonG4,0,0.508,0.508
W001,5VcottonG4,0,0.715,0.715
W001,5VcottonG4,0,0.799,0.799
W001,5VcottonG5,0,0.618,0.618
W001,5VcottonG5,0,0.589,0.589
W001,5VcottonG5,0,0.541,0.541
W001,5VcottonG5,0,0.384,0.384
W001,5VcottonG5,0,0.282,0.282
W001,5VcottonG5,0,0.273,0.273
W001,5VcottonG5,0,0.5,0.5
W001,5VcottonG5,0,0.844,0.844
W001,5VcottonG5,0.015,0.628,0.613
W001,5VcottonG5,0,0.254,0.254
W002,5VcottonG1,0.007,0.391,0.384
W002,5VcottonG1,0,0.198,0.198
W002,5VcottonG1,0,0.343,0.343
W002,5VcottonG1,0,0.396,0.396
W002,5VcottonG1,0,0.783,0.783
W002,5VcottonG1,0,0.475,0.475
W002,5VcottonG2,0,0.598,0.598
W002,5VcottonG2,0,0.336,0.336
W002,5VcottonG2,0,0.273,0.273
W002,5VcottonG2,0,0.435,0.435
W002,5VcottonG2,0,0.426,0.426
W002,5VcottonG2,0,0.268,0.268
W002,5VcottonG3,0.019,0.49,0.471
W002,5VcottonG3,0,0.183,0.183
W002,5VcottonG3,0,0.192,0.192
W002,5VcottonG3,0,0.265,0.265
W002,5VcottonG3,0,0.433,0.433
W002,5VcottonG3,0,0.285,0.285
W002,5VcottonG4,0,0.463,0.463
W002,5VcottonG4,0,0.48,0.48
W002,5VcottonG4,0,0.336,0.336
W002,5VcottonG4,0,0.5,0.5
W002,5VcottonG4,0,0.467,0.467
W002,5VcottonG4,0,0.596,0.596
W002,5VcottonG5,0,0.43,0.43
W002,5VcottonG5,0,0.484,0.484
W002,5VcottonG5,0,0.49,0.49
W002,5VcottonG5,0,0.306,0.306
W002,5VcottonG5,0,0.212,0.212
W002,5VcottonG5,0.045,0.62,0.575
W003,5VcottonG1,0,0.372,0.372
W003,5VcottonG1,0,0.426,0.426
W003,5VcottonG1,0,0.212,0.212
W003,5VcottonG1,0,0.325,0.325
W003,5VcottonG1,0,0.576,0.576
W003,5VcottonG1,0,0.658,0.658
W003,5VcottonG2,0,0.244,0.244
W003,5VcottonG2,0.006,0.408,0.402
W003,5VcottonG2,0,0.407,0.407
W003,5VcottonG2,0,0.538,0.538
W003,5VcottonG2,0,0.242,0.242
W003,5VcottonG2,0,0.52,0.52
W003,5VcottonG3,0,0.386,0.386
W003,5VcottonG3,0.017,0.834,0.817
W003,5VcottonG3,0,0.339,0.339
W003,5VcottonG3,0,0.652,0.652
W003,5VcottonG3,0,0.593,0.593
W003,5VcottonG3,0,0.347,0.347
W003,5VcottonG4,0,0.506,0.506
W003,5VcottonG4,0,0.454,0.454
W003,5VcottonG4,0,0.447,0.447
W003,5VcottonG4,0,0.631,0.631
W003,5VcottonG4,0,0.538,0.538
W003,5VcottonG4,0,0.253,0.253
W003,5VcottonG5,0,0.187,0.187
W003,5VcottonG5,0,0.235,0.235
W003,5VcottonG5,0,0.423,0.423
W003,5VcottonG5,0,0.146,0.146
W003,5VcottonG5,0,0.513,0.513
W003,5VcottonG5,0,0.428,0.428
W004,5VcottonG1,0,0.576,0.576
W004,5VcottonG1,0,0.297,0.297
W004,5VcottonG1,0,0.281,0.281
W004,5VcottonG1,0,0.709,0.709
W004,5VcottonG1,0,0.821,0.821
W004,5VcottonG1,0,0.484,0.484
W004,5VcottonG2,0,0.359,0.359
W004,5VcottonG2,0,0.346,0.346
W004,5VcottonG2,0,0.353,0.353
W004,5VcottonG2,0,0.7,0.7
W004,5VcottonG2,0,0.449,0.449
W004,5VcottonG2,0,0.244,0.244
W004,5VcottonG3,0,0.831,0.831
W004,5VcottonG3,0,0.703,0.703
W004,5VcottonG3,0,0.653,0.653
W004,5VcottonG3,0,0.983,0.983
W004,5VcottonG3,0,0.616,0.616
W004,5VcottonG3,0,0.419,0.419
W004,5VcottonG4,0,0.363,0.363
W004,5VcottonG4,0,0.888,0.888
W004,5VcottonG4,0,0.626,0.626
W004,5VcottonG4,0,0.507,0.507
W004,5VcottonG4,0,0.564,0.564
W004,5VcottonG4,0,1.082,1.082
W004,5VcottonG5,0,0.806,0.806
W004,5VcottonG5,0,0.431,0.431
W004,5VcottonG5,0,0.723,0.723
