Wash,garment,Before transfer area,After transfer area,value
W004,5VcottonG5,0,0.454,0.454
W004,5VcottonG5,0,0.555,0.555
W004,5VcottonG5,0,0.642,0.642
W005,5VcottonG1,0.011,0.566,0.555
W005,5VcottonG1,0,0.256,0.256
W005,5VcottonG1,0.024,0.378,0.354
W005,5VcottonG1,0,0.588,0.588
W005,5VcottonG1,0,0.616,0.616
W005,5VcottonG1,0,0.436,0.436
W005,5VcottonG2,0,0.443,0.443
W005,5VcottonG2,0,0.287,0.287
W005,5VcottonG2,0,0.435,0.435
W005,5VcottonG2,0,0.555,0.555
W005,5VcottonG2,0,0.306,0.306
W005,5VcottonG2,0,0.336,0.336
W005,5VcottonG3,0,0.578,0.578
W005,5VcottonG3,0,0.333,0.333
W005,5VcottonG3,0,0.207,0.207
W005,5VcottonG3,0,0.341,0.341
W005,5VcottonG3,0,0.404,0.404
W005,5VcottonG3,0,0.726,0.726
W005,5VcottonG4,0,0.364,0.364
W005,5VcottonG4,0,0.309,0.309
W005,5VcottonG4,0,0.428,0.428
W005,5VcottonG4,0.009,0.283,0.274
W005,5VcottonG4,0,0.397,0.397
W005,5VcottonG4,0,0.39,0.39
W005,5VcottonG5,0,0.296,0.296
W005,5VcottonG5,0,0.303,0.303
W005,5VcottonG5,0.006,0.655,0.649
W005,5VcottonG5,0,0.449,0.449
W005,5VcottonG5,0,0.213,0.213
W005,5VcottonG5,0,0.226,0.226
W006,5VcottonG1,0,0.534,0.534
W006,5VcottonG1,0,0.31,0.31
W006,5VcottonG1,0.008,0.246,0.238
W006,5VcottonG1,0,0.46,0.46
W006,5VcottonG1,0.03,0.497,0.467
W006,5VcottonG1,0,0.564,0.564
W006,5VcottonG1,0,0.747,0.747
W006,5VcottonG1,0,0.532,0.532
W006,5VcottonG2,0,0.392,0.392
W006,5VcottonG2,0.014,0.565,0.551
W006,5VcottonG2,0,0.508,0.508
W006,5VcottonG2,0,0.325,0.325
W006,5VcottonG2,0.01,0.351,0.341
W006,5VcottonG2,0,0.746,0.746
W006,5VcottonG2,0,0.497,0.497
W006,5VcottonG2,0,0.473,0.473
W006,5VcottonG3,0,0.46,0.46
W006,5VcottonG3,0,0.313,0.313
W006,5VcottonG3,0,0.27,0.27
W006,5VcottonG3,0,0.327,0.327
W006,5VcottonG3,0,0.302,0.302
W006,5VcottonG3,0,0.451,0.451
W006,5VcottonG3,0.006,0.456,0.45
W006,5VcottonG3,0,0.322,0.322
W006,5VcottonG4,0,0.301,0.301
W006,5VcottonG4,0.007,0.184,0.177
W006,5VcottonG4,0,0.207,0.207
W006,5VcottonG4,0,0.387,0.387
W006,5VcottonG4,0,0.3,0.3
W006,5VcottonG4,0,0.331,0.331
W006,5VcottonG4,0,0.466,0.466
W006,5VcottonG4,0,0.579,0.579
W006,5VcottonG5,0,0.252,0.252
W006,5VcottonG5,0,0.388,0.388
W006,5VcottonG5,0.008,0.312,0.304
W006,5VcottonG5,0,0.281,0.281
W006,5VcottonG5,0,0.426,0.426
W006,5VcottonG5,0,0.483,0.483
W006,5VcottonG5,0.016,0.313,0.297
W006,5VcottonG5,0,0.377,0.377
W007,5VcottonG1,0,0.389,0.389
W007,5VcottonG1,0,0.261,0.261
W007,5VcottonG1,0,0.046,0.046
W007,5VcottonG1,0,0.396,0.396
W007,5VcottonG1,0,0.244,0.244
W007,5VcottonG1,0,0.508,0.508
W007,5VcottonG2,0,0.235,0.235
W007,5VcottonG2,0,0.269,0.269
W007,5VcottonG2,0.008,0.159,0.151
W007,5VcottonG2,0,0.391,0.391
W007,5VcottonG2,0,0.098,0.098
W007,5VcottonG2,0.007,0.21,0.203
W007,5VcottonG3,0,0.144,0.144
W007,5VcottonG3,0.006,0.344,0.338
W007,5VcottonG3,0,0.339,0.339
W007,5VcottonG3,0.013,0.321,0.308
W007,5VcottonG3,0,0.395,0.395
W007,5VcottonG3,0,0.363,0.363
W007,5VcottonG4,0,0.374,0.374
W007,5VcottonG4,0,0.266,0.266
W007,5VcottonG4,0,0.135,0.135
W007,5VcottonG4,0.022,0.51,0.488
W007,5VcottonG4,0,0.319,0.319
W007,5VcottonG4,0,0.402,0.402
W007,5VcottonG5,0.006,0.117,0.111
W007,5VcottonG5,0,0.088,0.088
W007,5VcottonG5,0,0.384,0.384
W007,5VcottonG5,0,0.326,0.326
W007,5VcottonG5,0,0.256,0.256
W007,5VcottonG5,0.009,0.133,0.124
W008,5VcottonG1,0,0.007,0.007
W008,5VcottonG1,0.024,0.095,0.071
W008,5VcottonG1,0,0.014,0.014
W008,5VcottonG1,0,0.114,0.114
W008,5VcottonG1,0,0.109,0.109
W008,5VcottonG1,0,0.15,0.15
W008,5VcottonG2,0,0.041,0.041
W008,5VcottonG2,0,0.083,0.083
W008,5VcottonG2,0,0.029,0.029
W008,5VcottonG2,0,0.066,0.066
W008,5VcottonG2,0,0.257,0.257
W008,5VcottonG2,0,0.087,0.087
W008,5VcottonG3,0,0.129,0.129
W008,5VcottonG3,0,0.161,0.161
W008,5VcottonG3,0,0.154,0.154
W008,5VcottonG3,0,0.239,0.239
W008,5VcottonG3,0.02,0.047,0.027
W008,5VcottonG3,0,0.063,0.063
W008,5VcottonG4,0,0.044,0.044
W008,5VcottonG4,0,0.174,0.174
W008,5VcottonG4,0,0.053,0.053
W008,5VcottonG4,0,0.179,0.179
W008,5VcottonG4,0.006,0.1,0.094
W008,5VcottonG4,0,0.156,0.156
W008,5VcottonG5,0.009,0.085,0.076
W008,5VcottonG5,0,0.012,0.012
W008,5VcottonG5,0.006,0.054,0.048
W008,5VcottonG5,0,0.226,0.226
W008,5VcottonG5,0,0.094,0.094
W008,5VcottonG5,0.026,0.062,0.036
W009,5VcottonG1,0,0.35,0.35
W009,5VcottonG1,0,0.112,0.112
W009,5VcottonG1,0,0.145,0.145
W009,5VcottonG1,0,0.286,0.286
W009,5VcottonG1,0.009,0.152,0.143
W009,5VcottonG1,0,0.136,0.136
W009,5VcottonG2,0.011,0.047,0.036
W009,5VcottonG2,0,0.153,0.153
W009,5VcottonG2,0,0.099,0.099
W009,5VcottonG2,0,0.159,0.159
W009,5VcottonG2,0,0.112,0.112
W009,5VcottonG2,0,0.02,0.02
W009,5VcottonG3,0,0.557,0.557
W009,5VcottonG3,0,0.36,0.36
W009,5VcottonG3,0,0.097,0.097
W009,5VcottonG3,0,0.139,0.139
W009,5VcottonG3,0,0.334,0.334
W009,5VcottonG3,0.043,0.193,0.15
W009,5VcottonG4,0,0.199,0.199
W009,5VcottonG4,0,0.137,0.137
W009,5VcottonG4,0,0.279,0.279
W009,5VcottonG4,0,0.214,0.214
W009,5VcottonG4,0,0.076,0.076
W009,5VcottonG4,0,0.512,0.512
W009,5VcottonG5,0,0.113,0.113
W009,5VcottonG5,0,0.158,0.158
W009,5VcottonG5,0,0.148,0.148
W009,5VcottonG5,0,0.353,0.353
W009,5VcottonG5,0,0.094,0.094
W009,5VcottonG5,0.012,0.16,0.148
W010,5VcottonG1,0,0.232,0.232
W010,5VcottonG1,0,0.091,0.091
W010,5VcottonG1,0,0.175,0.175
W010,5VcottonG1,0,0.139,0.139
W010,5VcottonG1,0,0.104,0.104
W010,5VcottonG1,0.006,0.153,0.147
W010,5VcottonG2,0,0.165,0.165
W010,5VcottonG2,0,0.096,0.096
W010,5VcottonG2,0,0.047,0.047
W010,5VcottonG2,0,0.269,0.269
W010,5VcottonG2,0,0.16,0.16
W010,5VcottonG2,0,0.183,0.183
W010,5VcottonG3,0,0.03,0.03
W010,5VcottonG3,0,0.074,0.074
W010,5VcottonG3,0,0.038,0.038
W010,5VcottonG3,0,0.184,0.184
W010,5VcottonG3,0,0.179,0.179
W010,5VcottonG3,0,0.139,0.139
W010,5VcottonG4,0,0.149,0.149
W010,5VcottonG4,0,0.125,0.125
W010,5VcottonG4,0,0.194,0.194
W010,5VcottonG4,0,0.169,0.169
W010,5VcottonG4,0,0.208,0.208
W010,5VcottonG4,0,0.257,0.257
W010,5VcottonG5,0,0.117,0.117
W010,5VcottonG5,0.011,0.183,0.172
W010,5VcottonG5,0.006,0.135,0.129
W010,5VcottonG5,0,0.026,0.026
W010,5VcottonG5,0.014,0.036,0.022
W010,5VcottonG5,0,0.026,0.026
W011,5VcottonG1,0,0.118,0.118
W011,5VcottonG1,0.015,0.064,0.049
W011,5VcottonG1,0,0.033,0.033
W011,5VcottonG1,0,0.084,0.084
W011,5VcottonG1,0,0.085,0.085
W011,5VcottonG1,0,0.072,0.072
W011,5VcottonG1,0,0.108,0.108
W011,5VcottonG1,0,0.074,0.074
W011,5VcottonG1,0,0.101,0.101
W011,5VcottonG1,0,0.134,0.134
W011,5VcottonG2,0.006,0.183,0.177
W011,5VcottonG2,0,0.105,0.105
W011,5VcottonG2,0,0.007,0.007
W011,5VcottonG2,NA,0.19,NA
W011,5VcottonG2,0,0.088,0.088
W011,5VcottonG2,0,0.155,0.155
W011,5VcottonG2,0,0.174,0.174
W011,5VcottonG2,0,0.052,0.052
W011,5VcottonG2,0,0.319,0.319
W011,5VcottonG2,0,0.178,0.178
W011,5VcottonG3,0,0.076,0.076
W011,5VcottonG3,0,0.163,0.163
W011,5VcottonG3,0,0.181,0.181
W011,5VcottonG3,0,0.141,0.141
W011,5VcottonG3,0.012,0.158,0.146
W011,5VcottonG3,0.011,0.097,0.086
W011,5VcottonG3,0,0.165,0.165
W011,5VcottonG3,0,0.308,0.308
W011,5VcottonG3,0,0.482,0.482
W011,5VcottonG3,0,0.172,0.172
W011,5VcottonG4,0,0.045,0.045
W011,5VcottonG4,0,0.083,0.083
W011,5VcottonG4,0,0.14,0.14
W011,5VcottonG4,0,0.085,0.085
W011,5VcottonG4,0.013,0.014,0.001
W011,5VcottonG4,0,0.107,0.107
W011,5VcottonG4,0,0.023,0.023
W011,5VcottonG4,0.007,0.157,0.15
W011,5VcottonG4,0,0.197,0.197
W011,5VcottonG4,0,0.142,0.142
W011,5VcottonG5,0,0.054,0.054
W011,5VcottonG5,0,0.108,0.108
W011,5VcottonG5,0,0.04,0.04
W011,5VcottonG5,0.008,0.041,0.033
W011,5VcottonG5,0,0.274,0.274
W011,5VcottonG5,0,0.064,0.064
W011,5VcottonG5,0,0.11,0.11
W011,5VcottonG5,0,0.156,0.156
W011,5VcottonG5,0,0.193,0.193
W011,5VcottonG5,0,0.062,0.062
W012,5VcottonG1,0,0.155,0.155
W012,5VcottonG1,0,0.049,0.049
W012,5VcottonG1,0.006,0.03,0.024
W012,5VcottonG1,0.013,0.219,0.206
W012,5VcottonG1,0,0.077,0.077
W012,5VcottonG1,0,0.093,0.093
W012,5VcottonG2,0,0.131,0.131
W012,5VcottonG2,0,0.081,0.081
W012,5VcottonG2,0,0.085,0.085
W012,5VcottonG2,0,0.21,0.21
W012,5VcottonG2,0,0.101,0.101
W012,5VcottonG2,0.017,0.116,0.099
W012,5VcottonG3,0,0.216,0.216
W012,5VcottonG3,0.017,0.038,0.021
W012,5VcottonG3,0,0.131,0.131
W012,5VcottonG3,0.024,0.065,0.041
W012,5VcottonG3,0,0.025,0.025
W012,5VcottonG3,0,0.102,0.102
W012,5VcottonG4,0,0.072,0.072
W012,5VcottonG4,0,0.039,0.039
W012,5VcottonG4,0,0.148,0.148
W012,5VcottonG4,0,0.071,0.071
W012,5VcottonG4,0,0.038,0.038
W012,5VcottonG4,0.036,0.313,0.277
W012,5VcottonG5,0,0.1,0.1
W012,5VcottonG5,0,0.107,0.107
W012,5VcottonG5,0.018,0.314,0.296
W012,5VcottonG5,0,0.163,0.163
W012,5VcottonG5,0,0.184,0.184
W012,5VcottonG5,0,0.189,0.189
W013,5VcottonG1,0,0.075,0.075
W013,5VcottonG1,0,0.037,0.037
W013,5VcottonG1,0.009,0.095,0.086
W013,5VcottonG1,0,0.092,0.092
W013,5VcottonG1,0,0.056,0.056
W013,5VcottonG1,0,0.166,0.166
W013,5VcottonG2,0,0.113,0.113
W013,5VcottonG2,0,0.231,0.231
W013,5VcottonG2,0,0.07,0.07
W013,5VcottonG2,0,0.126,0.126
W013,5VcottonG2,0.007,0,-0.007
W013,5VcottonG2,0,0.17,0.17
W013,5VcottonG3,0,0.106,0.106
W013,5VcottonG3,0,0.157,0.157
W013,5VcottonG3,0,0.02,0.02
W013,5VcottonG3,0,0.137,0.137
W013,5VcottonG3,0,0.098,0.098
W013,5VcottonG3,0,0.068,0.068
W013,5VcottonG4,0,0.144,0.144
W013,5VcottonG4,0,0.085,0.085
W013,5VcottonG4,0,0.133,0.133
W013,5VcottonG4,0,0.152,0.152
W013,5VcottonG4,0.01,0.086,0.076
W013,5VcottonG4,0,0.139,0.139
W013,5VcottonG5,0,0.113,0.113
W013,5VcottonG5,0,0.063,0.063
W013,5VcottonG5,0,0.053,0.053
W013,5VcottonG5,0,0.103,0.103
W013,5VcottonG5,0,0.091,0.091
W013,5VcottonG5,0,0.009,0.009
W014,5VcottonG1,0,0.139,0.139
W014,5VcottonG1,0.012,0.013,0.000999999999999999
W014,5VcottonG1,0,0.055,0.055
W014,5VcottonG1,0,0.101,0.101
W014,5VcottonG1,0,0.009,0.009
W014,5VcottonG1,0,0.017,0.017
W014,5VcottonG2,0,0.042,0.042
W014,5VcottonG2,0,0,0
W014,5VcottonG2,0.007,0.077,0.07
W014,5VcottonG2,0,0.034,0.034
W014,5VcottonG2,0,0.042,0.042
W014,5VcottonG2,0,0.141,0.141
W014,5VcottonG3,0,0.049,0.049
W014,5VcottonG3,0.007,0.119,0.112
W014,5VcottonG3,0.01,0.138,0.128
W014,5VcottonG3,0,0.044,0.044
W014,5VcottonG3,0,0.076,0.076
W014,5VcottonG3,0.02,0.154,0.134
W014,5VcottonG4,0,0.12,0.12
W014,5VcottonG4,0.008,0.022,0.014
W014,5VcottonG4,0,0.229,0.229
W014,5VcottonG4,0,0.32,0.32
W014,5VcottonG4,0.006,0.098,0.092
W014,5VcottonG4,0,0.21,0.21
W014,5VcottonG5,0,0.275,0.275
W014,5VcottonG5,0,0.054,0.054
W014,5VcottonG5,0,0.078,0.078
W014,5VcottonG5,0,0.146,0.146
W014,5VcottonG5,0,0.217,0.217
W014,5VcottonG5,0,0.268,0.268
W015,5VcottonG1,0,0.082,0.082
W015,5VcottonG1,0,0.025,0.025
W015,5VcottonG1,0,0.044,0.044
W015,5VcottonG1,0,0.047,0.047
W015,5VcottonG1,0,0.063,0.063
W015,5VcottonG1,0,0.087,0.087
W015,5VcottonG2,0,0.05,0.05
W015,5VcottonG2,0,0.153,0.153
W015,5VcottonG2,0,0.073,0.073
W015,5VcottonG2,0,0.034,0.034
W015,5VcottonG2,0,0.057,0.057
W015,5VcottonG2,0,0.124,0.124
W015,5VcottonG3,0,0.066,0.066
W015,5VcottonG3,0,0.107,0.107
W015,5VcottonG3,0,0.083,0.083
W015,5VcottonG3,0,0.077,0.077
W015,5VcottonG3,0,0.039,0.039
W015,5VcottonG3,0,0.021,0.021
W015,5VcottonG4,0,0.092,0.092
W015,5VcottonG4,0,0.104,0.104
W015,5VcottonG4,0,0.066,0.066
W015,5VcottonG4,0,0.051,0.051
W015,5VcottonG4,0,0.009,0.009
W015,5VcottonG4,0,0.159,0.159
W015,5VcottonG5,0,0.097,0.097
W015,5VcottonG5,0,0.02,0.02
W015,5VcottonG5,0,0.08,0.08
W015,5VcottonG5,0,0.056,0.056
W015,5VcottonG5,0,0.029,0.029
W015,5VcottonG5,0,0.154,0.154
W016,5VcottonG1,0,0.045,0.045
W016,5VcottonG1,0,0.064,0.064
W016,5VcottonG1,0,0,0
W016,5VcottonG1,0.008,0.019,0.011
W016,5VcottonG1,0,0.2,0.2
W016,5VcottonG1,0,0.173,0.173
W016,5VcottonG1,0.006,0.051,0.045
W016,5VcottonG1,0,0.104,0.104
W016,5VcottonG2,0,0.066,0.066
W016,5VcottonG2,0,0.04,0.04
W016,5VcottonG2,0.009,0.045,0.036
W016,5VcottonG2,0,0.093,0.093
W016,5VcottonG2,0,0.061,0.061
W016,5VcottonG2,0,0.125,0.125
W016,5VcottonG2,0,0.057,0.057
W016,5VcottonG2,0,0.068,0.068
W016,5VcottonG3,0,0.029,0.029
W016,5VcottonG3,0,0,0
W016,5VcottonG3,0,0.015,0.015
W016,5VcottonG3,0,0.037,0.037
W016,5VcottonG3,0,0.14,0.14
W016,5VcottonG3,0,0.067,0.067
W016,5VcottonG3,0,0.012,0.012
W016,5VcottonG3,0,0.014,0.014
W016,5VcottonG4,0,0.09,0.09
W016,5VcottonG4,0,0.042,0.042
W016,5VcottonG4,0,0.064,0.064
W016,5VcottonG4,0,0.198,0.198
W016,5VcottonG4,0,0.366,0.366
W016,5VcottonG4,0,0.025,0.025
W016,5VcottonG4,0,0.29,0.29
W016,5VcottonG4,0,0.147,0.147
W016,5VcottonG5,0,0.05,0.05
W016,5VcottonG5,0.02,0.065,0.045
W016,5VcottonG5,0,0.025,0.025
W016,5VcottonG5,0,0.099,0.099
W016,5VcottonG5,0,0.058,0.058
W016,5VcottonG5,0,0.011,0.011
W016,5VcottonG5,0,0.182,0.182
W016,5VcottonG5,0,0.09,0.09
W017,5VcottonG1,0.01,0.221,0.211
W017,5VcottonG1,0,0.156,0.156
W017,5VcottonG1,0,0.103,0.103
W017,5VcottonG1,0,0.041,0.041
W017,5VcottonG1,0,0.081,0.081
W017,5VcottonG1,0,0.07,0.07
W017,5VcottonG2,0,0.101,0.101
W017,5VcottonG2,0,0.026,0.026
W017,5VcottonG2,0,0.039,0.039
W017,5VcottonG2,0,0.071,0.071
W017,5VcottonG2,0,0.037,0.037
W017,5VcottonG2,0,0.188,0.188
W017,5VcottonG3,0.014,0.2,0.186
W017,5VcottonG3,0,0.135,0.135
W017,5VcottonG3,0,0.099,0.099
W017,5VcottonG3,0,0.124,0.124
W017,5VcottonG3,0,0.053,0.053
W017,5VcottonG3,0,0.048,0.048
W017,5VcottonG4,0,0.189,0.189
W017,5VcottonG4,0,0.162,0.162
W017,5VcottonG4,0,0.016,0.016
W017,5VcottonG4,0,0.111,0.111
W017,5VcottonG4,0,0.111,0.111
W017,5VcottonG4,0,0.071,0.071
W017,5VcottonG5,0,0.15,0.15
W017,5VcottonG5,0,0.162,0.162
W017,5VcottonG5,0,0.119,0.119
W017,5VcottonG5,0,0.018,0.018
W017,5VcottonG5,0,0.178,0.178
W017,5VcottonG5,0,0.078,0.078
W018,5VcottonG1,0,0.039,0.039
W018,5VcottonG1,0,0.123,0.123
W018,5VcottonG2,0.008,0,-0.008
W018,5VcottonG2,0,0.057,0.057
W018,5VcottonG3,0,0.023,0.023
W018,5VcottonG3,0,0,0
W018,5VcottonG4,0,0.006,0.006
W018,5VcottonG4,0,0.056,0.056
W018,5VcottonG5,0,0,0
W018,5VcottonG5,0,0.022,0.022
W019,5VcottonG1,0.06,0.016,-0.044
W019,5VcottonG1,0,0,0
W019,5VcottonG1,0,0.073,0.073
W019,5VcottonG1,0,0.052,0.052
W019,5VcottonG1,0,0.032,0.032
W019,5VcottonG1,0,0.129,0.129
W019,5VcottonG2,0,0.013,0.013
W019,5VcottonG2,0,0,0
W019,5VcottonG2,0,0,0
W019,5VcottonG2,0,0.106,0.106
W019,5VcottonG2,0.007,0.248,0.241
W019,5VcottonG2,0,0.07,0.07
W019,5VcottonG3,0,0.119,0.119
W019,5VcottonG3,0,0.043,0.043
W019,5VcottonG3,0,0.083,0.083
W019,5VcottonG3,0,0.017,0.017
W019,5VcottonG3,0,0.028,0.028
W019,5VcottonG3,0.012,0,-0.012
W019,5VcottonG4,0.011,0.093,0.082
W019,5VcottonG4,0,0.015,0.015
W019,5VcottonG4,0,0.027,0.027
W019,5VcottonG4,0.01,0.122,0.112
W019,5VcottonG4,0,0.127,0.127
W019,5VcottonG4,0,0.012,0.012
W019,5VcottonG5,0,0.035,0.035
W019,5VcottonG5,0,0.019,0.019
W019,5VcottonG5,0.017,0,-0.017
W019,5VcottonG5,0,0.061,0.061
