Pairwise.Comparison,Estimate,T.Value,p.Value,Significance
1VcottonD - 1Vcotton,-35.5507137490609,-3.32122294403303,0.01557,*
1VcottonDC - 1Vcotton,-1.87227648384675,-0.174912032979635,0.99802,NS
5Vcotton - 1Vcotton,-9.51314800901579,-1.02622674083219,0.73434,NS
1VcottonDC - 1VcottonD,33.6784372652142,3.1463109110534,0.02322,*
5Vcotton - 1VcottonD,26.0375657400451,2.80879118072028,0.04742,*
5Vcotton - 1VcottonDC,-7.64087152516905,-0.824255722181592,0.84107,NS
