Project,Wash,Garment,Weight,Repeat,Area,Area.px,Area.mm2
SH,W000,1Vcotton,400g,R1,5.784,525818.181818182,43.4560480841473
SH,W000,1Vcotton,400g,R2,5.809,528090.909090909,43.6438767843727
SH,W000,1Vcotton,400g,R3,10.668,969818.181818182,80.1502629601803
SH,W000,1Vcotton,400g,R4,9.41,855454.545454546,70.6987227648385
SH,W000,1Vcotton,400g,R5,10.535,957727.272727273,79.1510142749812
SH,W000,1VcottonD,400g,R1,2.247,204272.727272727,16.8820435762585
SH,W000,1VcottonD,400g,R2,4.992,453818.181818182,37.5056348610068
SH,W000,1VcottonD,400g,R3,5.164,469454.545454545,38.7978963185575
SH,W000,1VcottonD,400g,R4,3.582,325636.363636364,26.9120961682945
SH,W000,1VcottonD,400g,R5,4.232,384727.272727273,31.7956423741548
SH,W000,1VcottonDC,400g,R1,14.849,1349909.09090909,111.562734785875
SH,W000,1VcottonDC,400g,R2,10.47,951818.181818182,78.6626596543952
SH,W000,1VcottonDC,400g,R3,9.325,847727.272727273,70.0601051840721
SH,W000,1VcottonDC,400g,R4,8.987,817000,67.5206611570248
SH,W000,1VcottonDC,400g,R5,8.702,791090.909090909,65.3794139744553
