Project,Wash,Garment,Weight,Repeat,Area,Area.px,Area.mm2
SH,W000,1Vcotton,800g,R1,8.991,817363.636363636,67.5507137490609
SH,W000,1Vcotton,800g,R2,9.757,887000,73.3057851239669
SH,W000,1Vcotton,800g,R3,8.666,787818.181818182,65.1089406461307
SH,W000,1Vcotton,800g,R4,9.486,862363.636363636,71.2697220135237
SH,W000,1Vcotton,800g,R5,11.269,1024454.54545455,84.6656649135988
SH,W000,1VcottonD,800g,R1,5.174,470363.636363636,38.8730277986476
SH,W000,1VcottonD,800g,R2,5.561,505545.454545455,41.7806160781367
SH,W000,1VcottonD,800g,R3,5.183,471181.818181818,38.9406461307288
SH,W000,1VcottonD,800g,R4,6.944,631272.727272727,52.1712997746056
SH,W000,1VcottonD,800g,R5,5.749,522636.363636364,43.1930879038317
SH,W000,1VcottonDC,800g,R1,14.812,1346545.45454545,111.284748309542
SH,W000,1VcottonDC,800g,R2,9.861,896454.545454546,74.0871525169046
SH,W000,1VcottonDC,800g,R3,10.462,951090.909090909,78.6025544703231
SH,W000,1VcottonDC,800g,R4,16.559,1505363.63636364,124.410217881292
SH,W000,1VcottonDC,800g,R5,21.209,1928090.90909091,159.346356123216
